row	weekday	weather	time	consumer_satisfaction	pedestrian_level	accidents_per_10K
891	Su	sunny	overnight	38.69875779297816	3	3.256746093927112
892	Sa	rainy	evening rush	63.57605067435807	1	3.198527824629198
893	Fr	snowy	evening rush	49.36319380720368	8	8.419077809059342
894	W	snowy	morning rush	56.50289663538776	8	2.0957460666735868
895	W	sunny	midday	48.8223748843852	5	0.6020970516896356
896	Tu	sunny	evening rush	42.96955491501905	5	3.468180899551932
897	Th	snowy	midday	66.38709821167974	5	2.947713919016045
898	Fr	snowy	overnight	52.234907432426425	4	10.628563023555689
899	M	sunny	evening rush	49.483155036652676	4	3.3241132613332094
900	M	sunny	evening rush	41.3535802161927	6	1.2404551520067928
901	Su	sunny	overnight	61.85415914527333	7	5.46222355750141
902	W	sunny	evening rush	48.05997772918404	4	6.231239790415909
903	Tu	snowy	overnight	58.26332828036773	8	5.562068364333904
904	Su	rainy	evening rush	38.576127514168924	7	3.416816019927656
905	W	snowy	overnight	55.50065538590654	7	7.086901375448705
906	Su	rainy	overnight	61.46766495602902	5	4.00190156162424
907	M	snowy	overnight	45.06988236931976	6	6.056224560826352
908	Tu	snowy	overnight	71.00962936633574	11	3.119834957261192
909	Th	rainy	midday	53.64504597739513	3	6.135318840154568
910	M	snowy	overnight	23.62553439108458	6	7.7479532555545045
911	Sa	snowy	overnight	47.761396435171584	2	3.8070265000353047
912	Tu	snowy	midday	20.082037770173436	8	6.907831312195939
913	Sa	sunny	midday	66.02453572366692	4	0.7805656401782464
914	Th	snowy	evening rush	36.56757537054091	3	5.143124910733491
915	Fr	snowy	evening rush	18.097299957828717	5	6.079279974541439
916	Fr	sunny	morning rush	70.81389468367952	4	3.5551817882742918
917	Sa	snowy	overnight	31.821535720877304	2	2.1281875985272753
918	Fr	rainy	overnight	56.86077121168064	4	10.657887951177848
919	Tu	rainy	morning rush	100.12492159906793	5	3.4723923788487117
920	Fr	rainy	overnight	37.009596995963406	7	3.602083015228068
921	Sa	snowy	midday	63.13662669324437	1	5.607845944971678
922	Sa	sunny	evening rush	57.561026503868575	4	5.287832467773595
923	Su	snowy	midday	49.56938731302726	4	0.15044928289960113
924	Sa	sunny	overnight	40.48658760389088	3	2.3496313653732432
925	Tu	snowy	overnight	51.5558510448385	8	8.094912894443356
926	Tu	snowy	overnight	81.20913648981875	3	8.978865507534724
927	M	snowy	evening rush	47.578773958175724	4	5.699823080328924
928	Sa	sunny	evening rush	45.25407147712032	2	3.446787583757578
929	Th	sunny	overnight	51.64681058924085	3	7.0456243227417055
930	Sa	sunny	evening rush	73.51081980634038	5	1.3635139935294143
931	Tu	sunny	overnight	49.17859966993383	9	5.006827716398661
932	M	snowy	morning rush	48.96591032240612	5	10.188967802116558
933	Tu	sunny	overnight	64.52564100966057	6	5.294937406798846
934	W	sunny	overnight	27.22626222340076	6	3.7151039920791176
935	Th	sunny	overnight	33.37452742499762	1	4.110869975723621
936	W	snowy	overnight	40.281492711237355	2	6.492551895276247
937	M	rainy	overnight	34.768660598592334	5	10.367049285585782
938	W	rainy	evening rush	70.70770817966188	8	4.687018928448919
939	Th	sunny	overnight	54.84588873838872	4	1.1051557219982695
940	Sa	sunny	overnight	40.946518110405705	2	3.5053889190107275
941	Fr	snowy	morning rush	29.047380276505812	8	5.621273295163678
942	W	sunny	evening rush	35.62092974277981	4	0
943	Su	snowy	morning rush	40.287647014315745	10	3.4461193286673786
944	Tu	sunny	morning rush	48.882126285489946	6	6.85344701310618
945	Tu	sunny	midday	23.6149323183439	3	3.9971120762028827
946	Tu	sunny	morning rush	49.03727513097944	4	3.8987400488989774
947	Fr	snowy	morning rush	46.693308389952946	7	6.401077637191412
948	W	snowy	morning rush	30.963751319495366	2	3.881960433311394
949	Tu	sunny	evening rush	56.67918710129282	5	3.5369646655858404
950	W	sunny	overnight	85.00345208229223	4	1.2011505028887495
951	Su	sunny	overnight	71.09730165140974	10	2.3790722447521166
952	Su	snowy	evening rush	64.50856172640464	10	7.100288425963086
953	Fr	sunny	overnight	85.45511698699283	5	5.516318542232437
954	Fr	rainy	evening rush	28.55984676142997	3	6.664916967950222
955	W	sunny	morning rush	47.837896731836686	3	0
956	M	rainy	overnight	59.677482944397276	4	9.23353964940345
957	Tu	sunny	evening rush	55.676523374676435	4	0.9805520726141461
958	Th	snowy	midday	50.715844573157675	3	5.527570496337155
959	Tu	sunny	overnight	63.46439695311693	5	1.0827641201879503
960	Sa	snowy	morning rush	49.076977291534085	4	5.301733628465716
961	W	sunny	midday	51.02134453005398	11	0.5569651104454556
962	Sa	sunny	midday	39.89076140262957	4	2.218777894017064
963	Su	sunny	midday	35.10858706659094	5	0
964	W	sunny	overnight	37.01457008941748	3	5.420653932311892
965	M	rainy	overnight	49.153692065234786	8	10.468062870016825
966	Tu	sunny	overnight	37.03279980103941	5	5.291779490663123
967	Th	sunny	morning rush	57.625849070059886	12	5.108703174438521
968	M	sunny	midday	41.78893203128409	7	5.519933992829301
969	Sa	sunny	midday	50.16317481310354	5	0
970	M	snowy	morning rush	43.543977131949276	3	5.213680341689921
971	Sa	sunny	evening rush	48.187276472033204	2	2.5529497994003623
972	Su	snowy	evening rush	36.67098010499438	3	5.037250313927121
973	Sa	snowy	morning rush	77.7989467409378	6	4.41683550412052
974	W	rainy	overnight	56.90863730249747	3	9.539539563241906
975	Sa	snowy	evening rush	42.481881747898875	8	4.193356305423178
976	M	snowy	morning rush	46.662173623702756	8	10.654030335762162
977	Su	snowy	evening rush	53.78730700358572	4	4.472502167297198
978	Su	rainy	overnight	36.527642898077865	5	2.4714075383698324
979	Fr	rainy	midday	34.04497024495316	4	3.607131547049677
980	M	rainy	evening rush	51.21610532154349	10	7.097458465021013
981	W	snowy	midday	43.045514927564135	5	5.5373611121298705
982	Tu	sunny	morning rush	86.37256045257598	6	4.890095129844584
983	W	sunny	midday	58.302089782740595	3	1.5210139410933434
984	Th	rainy	midday	16.04506816034351	4	3.3249095369709236
985	M	rainy	evening rush	22.693175310749545	2	7.498624477379628
986	Fr	sunny	morning rush	57.775716619395176	2	6.561712126014282
987	Fr	rainy	evening rush	38.16691299383474	6	8.720930579924563
988	M	rainy	evening rush	42.28286826159159	3	4.3955393481972305
989	Sa	rainy	morning rush	36.910515814296716	7	1.6638214115559355
990	Tu	rainy	morning rush	67.58220778082655	3	1.2102141429564797
991	Th	sunny	overnight	33.52011511867061	3	4.162465287786015
992	Sa	rainy	overnight	30.174798828438202	6	3.7282285970876803
993	Su	sunny	midday	56.5254798832478	7	0
994	Tu	snowy	overnight	45.9527160927951	4	6.543303900450735
995	Su	rainy	overnight	43.27386913122646	5	6.000288145335448
996	Fr	sunny	morning rush	32.985178232487854	5	5.362838444914714
997	Su	snowy	morning rush	79.56349312324429	2	2.8440143528441495
998	Tu	snowy	overnight	60.74897034768112	4	10.319549191731106
999	Su	sunny	evening rush	36.363011613619335	3	4.52877725812402
1000	Fr	sunny	morning rush	44.29918819803398	7	6.324343321942103
